171,12/6/2012,\N,7,Venta,252,12/8/2012,Pago Contra Entrega,Terminada,\N
172,12/6/2012,\N,4,Prestamo,246,12/8/2012,Pago Posterior,Terminada,\N
173,12/7/2012,\N,4,Venta,4,12/9/2012,Pago Posterior,Terminada,\N
174,12/7/2012,\N,4,Venta,4,12/9/2012,Pago Posterior,Terminada,\N
175,12/7/2012,\N,5,Prestamo,80,12/9/2012,Pago Posterior,Terminada,\N
176,12/7/2012,\N,7,Retiro,181,12/9/2012,Pago Contra Entrega,Terminada,\N
177,12/7/2012,\N,4,Retiro,4,12/9/2012,Pago Posterior,Terminada,\N
178,12/10/2012,\N,7,Venta,279,12/12/2012,Pago Posterior,Terminada,\N
179,12/10/2012,\N,5,Venta,117,12/12/2012,Pago Posterior,Terminada,\N
180,12/10/2012,\N,5,Venta,117,12/12/2012,Pago Posterior,Terminada,\N
181,12/10/2012,\N,7,Venta,61,12/12/2012,Pago Contra Entrega,Terminada,\N
182,12/10/2012,\N,5,Soporte,211,12/12/2012,Pago ya Efectuado,Terminada,\N
183,12/11/2012,\N,5,Venta,38,12/13/2012,Pago Posterior,Terminada,\N
184,12/11/2012,\N,5,Venta,220,12/13/2012,Pago Posterior,Terminada,\N
185,12/11/2012,\N,7,Venta,117,12/13/2012,Pago Posterior,Terminada,\N
186,12/11/2012,\N,5,Retiro,183,12/13/2012,Pago ya Efectuado,Terminada,\N
187,12/11/2012,\N,14,Venta,242,12/13/2012,Pago Posterior,Terminada,\N
188,12/12/2012,\N,7,Retiro,80,12/14/2012,Pago Contra Entrega,Terminada,\N
189,12/12/2012,\N,4,Venta,116,12/14/2012,Pago Posterior,Terminada,\N
190,12/12/2012,\N,7,Venta,3,12/14/2012,Pago Contra Entrega,Terminada,\N
191,12/12/2012,\N,15,Venta,252,12/14/2012,Pago Contra Entrega,Terminada,\N
192,12/12/2012,\N,5,Venta,49,12/14/2012,Pago Posterior,Terminada,\N
193,12/12/2012,\N,4,Prestamo,272,12/14/2012,Pago Posterior,Terminada,\N
194,12/13/2012,\N,5,Venta,111,12/15/2012,Pago Posterior,Terminada,\N
195,12/13/2012,\N,4,Venta,280,12/15/2012,Pago Posterior,Terminada,\N
196,12/13/2012,\N,4,Soporte,27,12/15/2012,Pago Posterior,Terminada,\N
197,12/14/2012,\N,7,Retiro,135,12/16/2012,Pago Contra Entrega,Terminada,\N
198,12/14/2012,\N,5,Venta,78,12/16/2012,Pago Posterior,Terminada,\N
199,12/17/2012,\N,4,Venta,96,12/19/2012,Pago Posterior,Anulada,\N
200,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,\N
201,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,
202,12/17/2012,\N,7,Retiro,68,12/19/2012,Pago Contra Entrega,Terminada,\N
203,12/17/2012,\N,5,Venta,187,12/19/2012,Pago Contra Entrega,Terminada,\N
204,12/17/2012,\N,5,Venta,84,12/19/2012,Pago Posterior,Terminada,\N
205,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,\N
206,12/17/2012,\N,14,Retiro,259,12/19/2012,Pago Posterior,Terminada,\N
207,12/17/2012,\N,5,Soporte,211,12/19/2012,Pago ya Efectuado,Terminada,\N
208,12/17/2012,\N,5,Venta,10,12/19/2012,Pago Contra Entrega,Terminada,\N
209,12/17/2012,\N,5,Venta,80,12/19/2012,Pago Posterior,Terminada,\N
210,12/17/2012,\N,15,Venta,41,12/19/2012,Pago Posterior,Terminada,\N
211,12/17/2012,\N,15,Retiro,271,12/19/2012,Pago Posterior,Terminada,\N
212,12/17/2012,\N,15,Prestamo,278,12/19/2012,Pago Posterior,Terminada,\N
213,12/17/2012,\N,5,Venta,220,12/19/2012,Pago Contra Entrega,Terminada,\N
214,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,\N
215,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,\N
216,12/17/2012,\N,4,Venta,4,12/19/2012,Pago Posterior,Terminada,\N
217,12/17/2012,\N,4,Venta,235,12/19/2012,Pago Posterior,Terminada,\N
218,12/18/2012,\N,14,Retiro,242,12/20/2012,Pago Posterior,Terminada,\N
219,12/18/2012,\N,5,Venta,211,12/20/2012,Pago Contra Entrega,Terminada,\N
220,12/18/2012,\N,4,Venta,116,12/20/2012,Pago Posterior,Anulada,\N
221,12/18/2012,\N,5,Venta,187,12/20/2012,Pago Contra Entrega,Terminada,\N
222,12/18/2012,\N,4,Venta,116,12/20/2012,Pago Posterior,Terminada,\N
223,12/18/2012,\N,7,Retiro,267,12/20/2012,Pago Contra Entrega,Terminada,\N
224,12/18/2012,\N,5,Prestamo,111,12/20/2012,Pago Posterior,Terminada,\N
225,12/18/2012,\N,7,Venta,168,12/20/2012,Pago ya Efectuado,Terminada,\N
226,12/18/2012,\N,5,Retiro,112,12/20/2012,Pago Posterior,Terminada,\N
227,12/19/2012,\N,4,Venta,68,12/21/2012,Pago Posterior,Terminada,\N
228,12/19/2012,\N,5,Venta,180,12/21/2012,Pago Posterior,Terminada,\N
229,12/19/2012,\N,14,Retiro,253,12/21/2012,Pago Posterior,Terminada,\N
230,12/19/2012,\N,15,Venta,282,12/21/2012,Pago Posterior,Terminada,\N
231,12/19/2012,\N,5,Venta,281,12/21/2012,Pago Contra Entrega,Terminada,\N
232,12/19/2012,\N,14,Venta,49,12/21/2012,Pago Posterior,Terminada,\N
233,12/20/2012,\N,7,Venta,3,12/22/2012,Pago Contra Entrega,Terminada,\N
234,12/20/2012,\N,4,Venta,124,12/22/2012,Pago Posterior,Terminada,\N
235,12/20/2012,\N,4,Soporte,199,12/22/2012,Pago Posterior,Anulada,\N
